student_id,date,time,status,class_type,instructor_name,lesson,mission,activity,adcoin,absence_reason
ADV25009,2025-08-15,20:00,present,Physical,,,,,,
ADV25050,2025-08-16,09:00,present,Physical,,,,trial,,
ADV25043,2025-08-16,09:00,present,Physical,,,,build and program flying chair,,
ADV24024,2025-08-16,09:00,present,Physical,,,,build and program big pistol,,
ADV25047,2025-08-16,09:00,present,Physical,,,,build and program wind plane,,
ADV23007,2025-08-16,09:30,present,Physical,,,,,,
ADV23005,2025-08-16,09:30,present,Physical,,,,build and program ferris wheel,,
ADV23004,2025-08-16,09:30,present,Physical,,,,build ferris wheel,,
ADV23075,2025-08-16,09:30,present,Physical,,,,build and program ferris wheel,,
ADV25029,2025-08-16,09:30,present,Physical,,,,build rafflesia,,
ADV24026,2025-08-16,10:00,present,Physical,,,,build and program rafflesia,,
ADV23013,2025-08-16,11:00,present,Physical,,,,program tank bot,,
ADV24022,2025-08-16,11:00,present,Physical,,,,build and program assault riffle,,
ADV25044,2025-08-16,11:00,present,Physical,,,,build and program fan,,
ADV0027,2025-08-16,14:00,present,Physical,,,,,,
ADV25045,2025-08-16,14:00,present,Physical,,,,build and program apache helicopter,,
ADV25039,2025-08-16,14:00,present,Physical,,,,build and program assault riffle,,
ADV25012,2025-08-16,14:00,present,Physical,,,,build and program wooden man,,
ADV24042,2025-08-16,14:00,present,Physical,,,,build rafflesia,,
ADV23084,2025-08-16,14:00,present,Physical,,,,build and program wooden man,,
ADV24090,2025-08-16,14:00,present,Physical,,,,build and program pterosaur,,
ADV25001,2025-08-16,14:00,present,Physical,,,,build and program double ball coaster,,
ADV25020,2025-08-16,14:00,present,Physical,,,,level 1 assessment: 40% 30% 10%,,
ADV25015,2025-08-16,14:00,present,Physical,,,,build and program samurai,,
ADV0012,2025-08-16,14:30,present,Physical,,,,,,
ADV0011,2025-08-16,14:30,present,Physical,,,,,,
ADV0056,2025-08-16,15:30,present,Physical,,,,,,
ADV23034,2025-08-16,16:00,present,Online,,,,,,
ADV0055,2025-08-16,16:00,present,Physical,,,,,,
ADV24021,2025-08-16,16:00,present,Physical,,,,build and program ferris wheel,,
ADV24031,2025-08-16,16:00,present,Physical,,,,build and program driving base with touch sensor,,
