student_id,date,time,status,class_type,instructor_name,lesson,mission,activity,adcoin,absence_reason
ADV23012,2025-01-19,11:00,present,Physical,Angy,,,"assessment 1 (A: 28%, B: 25%, C:20%) 73%",,
ADV0014,2025-01-19,14:00,present,Physical,Aljay,,,,,
ADV23022,2025-01-19,14:00,present,Physical,,,,Pulley Mobile,,
ADV24038,2025-01-19,14:00,present,Physical,Angy,,,program tracker,,
ADV24082,2025-01-19,14:00,present,Physical,Tong En,,,build and program dancing robot- da zhuang,,
ADV24091,2025-01-19,14:00,present,Physical,Tong En,,,program scooter/ build claw bot,,
ADV23084,2025-01-19,16:00,present,Physical,Aljay,,,shooting game,,
ADV25003,2025-01-19,16:00,present,Physical,Aljay,,,,,
ADV25002,2025-01-19,16:00,present,Physical,Aljay,,,,,
ADV23018,2025-01-19,16:00,present,Physical,Tong En,,,build slot mechine,,
ADV24089,2025-01-19,16:00,present,Physical,Tong En,,,build and program rifle,,
ADV24059,2025-01-19,16:00,present,Physical,Angy,,,build and program reaction game- da zhuang,,
ADV24060,2025-01-19,16:00,present,Physical,Tong En,,,build Hexapod Walking Robot- laumo,,
ADV24031,2025-01-19,16:00,present,Physical,Angy,,,build transmitting gyro,,
ADV23029,2025-01-21,20:30,present,Online,,,,,,
ADV23085,2025-01-22,18:30,present,Online,,,,,,
ADV0089,2025-01-23,17:00,present,Online,,,,,,
ADV24040,2025-01-23,18:30,present,Physical,,,,build ipman,,
ADV24046,2025-01-23,18:30,present,Physical,Angy,,,build and program bevel bot,,
ADV24047,2025-01-23,18:30,present,Physical,,,,build and program driving base with ultrasonic,,
ADV24054,2025-01-23,18:30,present,Physical,,,,build esp32 hammerbot,,
ADV23043,2025-01-24,16:00,present,Online,,,,,,
ADV24081,2025-01-24,17:00,present,Physical,,,,program red light green light,,
ADV24064,2025-01-24,18:00,present,Physical,,,,build and program driving base with ultrasonic,,
ADV24040,2025-01-24,18:30,present,Physical,,,,program ipman,,
ADV23045,2025-01-24,20:00,present,Physical,,,,,,
ADV24057,2025-01-25,09:00,present,Physical,,,,Scratch Quiz,,
ADV0045,2025-01-25,09:00,present,Physical,,,,,,
ADV24008,2025-01-25,09:00,present,Physical,,,,build and program reptar,,
ADV24018,2025-01-25,09:30,present,Physical,,,,build and prgram driving base,,
ADV23007,2025-01-25,09:30,present,Physical,,,,,,
ADV23005,2025-01-25,09:30,present,Physical,,,,build slot machine,,
ADV23004,2025-01-25,09:30,present,Physical,,,,program ev3rstorm,,
ADV23006,2025-01-25,09:30,present,Physical,,,,,,
ADV23038,2025-01-25,09:30,present,Physical,Tong En,,,Lau Mo Bowling Car,,
ADV24026,2025-01-25,10:00,present,Physical,,,,program spiker,,
ADV23035,2025-01-25,11:00,present,Online,,,,,,
ADV24056,2025-01-25,11:00,present,Physical,Tong En,,,build and program hand speed competition- da zhuang,,
ADV24055,2025-01-25,11:00,present,Physical,Tong En,,,build and program dancing robot- da zhuang,,
ADV23013,2025-01-25,11:00,present,Physical,,,,,,
ADV24022,2025-01-25,11:00,present,Physical,Angy,,,build wooden man- da zhuang,,
ADV24021,2025-01-25,14:00,present,Physical,Tong En,,,touch sensor,,
ADV23011,2025-01-25,14:00,present,Physical,Tong En,,,"assessment 34%, 20%, 40%",,
ADV23084,2025-01-25,14:00,present,Physical,Angy,,,"assessment 24%, 30%, 30%",,
ADV25003,2025-01-25,14:00,present,Physical,Angy,,,"program chicken, build and program wooden man",,
ADV25002,2025-01-25,14:00,present,Physical,Tong En,,,build and program Mechanical Crossbow- da zhuang,,
ADV24090,2025-01-25,14:00,present,Physical,,,,Replaced on 19 Jan,,
ADV23034,2025-01-25,16:00,present,Online,,,,,,
ADV0055,2025-01-25,16:00,present,Physical,,,,Minecraft,,
ADV24066,2025-01-25,16:00,present,Physical,Angy,,,build and program samurai,,
ADV0047,2025-01-25,17:00,present,Physical,,,,build and program gyro boy,,
ADV25006,2025-01-25,17:00,present,Physical,,,,Push Button,,
ADV25007,2025-01-25,17:00,present,Physical,,,,Push Button,,
ADV25008,2025-01-26,09:00,present,Physical,Tong En,,,build flower,,
ADV23019,2025-01-26,11:00,present,Physical,Aljay,,,Scratch,,
ADV23020,2025-01-26,11:00,present,Physical,Aljay,,,Scratch,,
ADV23042,2025-01-26,11:00,present,Physical,Tong En,,,build unicycle,,
ADV25030,2025-01-26,11:00,present,Physical,Jia Xi,,,trial,,
ADV24038,2025-01-26,14:00,present,Physical,Tong En,,,program tracker,,
ADV23041,2025-01-26,14:00,present,Physical,Tong En,,,build rubber band gun,,
ADV24091,2025-01-26,14:00,present,Physical,Angy,,,program claw bot & build camera car - onekits,,
ADV23084,2025-01-26,16:00,present,Physical,Aljay,,,Scratch,,
ADV25003,2025-01-26,16:00,present,Physical,Aljay,,,Scratch,,
ADV25002,2025-01-26,16:00,present,Physical,Aljay,,,Scratch,,
ADV24087,2025-01-26,16:00,present,Physical,Aljay,,,Scratch,,
ADV23018,2025-01-26,16:00,present,Physical,Jia Xi,,,build slot machine,,
ADV24089,2025-01-26,16:00,present,Physical,Jia Xi,,,build flower,,
ADV24031,2025-01-26,16:00,present,Physical,Jia Xi,,,build balance unicycle,,
ADV23029,2025-02-04,20:30,present,Online,,,,,,
ADV23085,2025-02-05,18:30,present,Online,,,,,,
ADV0089,2025-02-06,17:00,present,Online,,,,,,
ADV24046,2025-02-06,18:30,present,Physical,,,,build drop tower-laumo,,
ADV24047,2025-02-06,18:30,present,Physical,,,,build and program driving base with ultrasonic sensor,,
ADV23043,2025-02-07,16:00,present,Online,,,,,,
ADV0047,2025-02-07,17:00,present,Physical,,,,assessment level 2: 30% 20% 20% 20%,,
ADV24081,2025-02-07,17:00,present,Physical,,,,build and program fan,,
ADV24061,2025-02-07,17:00,present,Physical,,,,build and program mechanical clamp,,
ADV24064,2025-02-07,18:00,present,Physical,,,,build and program big pistol,,
ADV24018,2025-02-07,18:30,present,Physical,,,,build and program rubber band gun,,
ADV24061,2025-02-07,18:30,present,Physical,,,,build and program big pistol,,
ADV25009,2025-02-07,20:00,present,Physical,,,,Spaceship Game,,
ADV23045,2025-02-07,20:00,present,Physical,,,,Quizizz test,,
ADV24057,2025-02-08,09:00,present,Physical,Aljay,,,Scratch,,
ADV0045,2025-02-08,09:00,present,Physical,Jia Xi,,,build pokemon waste gun card,,
ADV24033,2025-02-08,09:00,present,Physical,,,,build electric guitar,,
ADV24008,2025-02-08,09:00,present,Physical,,,,program reptar,,
ADV23007,2025-02-08,09:30,present,Physical,Aljay,,,,,
ADV23005,2025-02-08,09:30,present,Physical,Jia Xi,,,build big pistol - lego da zhuang,,
ADV23006,2025-02-08,09:30,present,Physical,Aljay,,,,,
ADV23075,2025-02-08,09:30,present,Physical,Jia Xi,,,Building hand speed competition - lego da zhuang,,
ADV24026,2025-02-08,10:00,present,Physical,Tong En,,,Program controller,,
ADV24063,2025-02-08,10:30,present,Physical,,,,,,
ADV23035,2025-02-08,11:00,present,Online,,,,,,
ADV25016,2025-02-08,11:00,present,Physical,Aljay,,,Trial - 16 years old,,
ADV24056,2025-02-08,11:00,present,Physical,Jia Xi,,,build wooden man - lego da zhuang,,
ADV24055,2025-02-08,11:00,present,Physical,Jia Xi,,,build transmitting gryo - lego da zhuang,,
ADV23013,2025-02-08,11:00,present,Physical,Angy,,,build assault riffle - lego da zhuang,,
ADV24022,2025-02-08,11:00,present,Physical,Aljay,,,build crazy pirate ship - lego da zhuang,,
