student_id,date,time,status,class_type,instructor_name,lesson,mission,activity,adcoin,absence_reason
ADV23004,2025-05-10,09:30,present,Physical,Jia Xi,,,build & program wooden man,,
ADV23006,2025-05-10,09:30,present,Physical,Aljay,,,,,
ADV23038,2025-05-10,09:30,present,Physical,Tong En,,,build wooden man,,
ADV23075,2025-05-10,09:30,present,Physical,Jia Xi,,,build and program big pistol,,
ADV24026,2025-05-10,10:00,present,Physical,Jia Xi,,,"program chicnook, build assault riffle",,
ADV24063,2025-05-10,10:30,present,Physical,Jia Xi,,,build cat,,
ADV23035,2025-05-10,11:00,present,Online,,,,,,
ADV23013,2025-05-10,11:00,present,Physical,,,,,,
ADV24022,2025-05-10,11:00,present,Physical,Tong En,,,build and program hexapod,,
ADV25010,2025-05-10,14:00,present,Physical,Tong En,,,build rafflesia,,
ADV25012,2025-05-10,14:00,present,Physical,Jia Xi,,,build tracker,,
ADV25003,2025-05-10,14:00,present,Physical,,,,build and program stegosaurous,,
ADV25002,2025-05-10,14:00,present,Physical,,,,build and proggram plesiosaurus,,
ADV24090,2025-05-10,14:00,present,Physical,Angy,,,build wiper,,
ADV0012,2025-05-10,14:30,present,Physical,Aljay,,,,,
ADV25019,2025-05-10,14:30,present,Physical,Jia Xi,,,build helicopter,,
ADV0011,2025-05-10,14:30,present,Physical,,,,,,
ADV23049,2025-05-10,15:30,present,Physical,Angy,,,build rafflesia,,
ADV23048,2025-05-10,15:30,present,Physical,Tong En,,,build rafflesia,,
ADV0056,2025-05-10,15:30,present,Physical,,,,,,
ADV23034,2025-05-10,16:00,present,Online,,,,,,
ADV0055,2025-05-10,16:00,present,Physical,Tong En,,,build triceptors,,
ADV25020,2025-05-10,16:00,present,Physical,Tong En,,,build flower,,
ADV24031,2025-05-10,16:00,present,Physical,Jia Xi,,,program drawing machine,,
ADV25015,2025-05-10,16:00,present,Physical,Tong En,,,build flower,,
ADV24066,2025-05-10,16:00,present,Physical,Jia Xi,,,build cho ku chinese,,
ADV25017,2025-05-10,17:00,present,Physical,Jia Xi,,,program triceptors & build flying chair - lego da zhuang,,
ADV25018,2025-05-11,09:00,present,Physical,,,,,,
ADV24063,2025-05-11,09:00,present,Physical,Tong En,,,build cat,,
ADV25008,2025-05-11,09:00,present,Physical,Jia Xi,,,"EV3 Level 1 Assessment: A = 28%, B = 20%, C =30%, Total = 78%",,
ADV24088,2025-05-11,09:00,present,Physical,Tong En,,,build ferris wheel,,
ADV25027,2025-05-11,09:00,present,Physical,Tong En,,,build trasmitting gyro,,
ADV24005,2025-05-11,11:00,present,Physical,,,,,,
ADV24034,2025-05-11,11:00,present,Physical,Aljay,,,,,
ADV24009,2025-05-11,11:00,present,Physical,Aljay,,,,,
ADV25028,2025-05-11,11:00,present,Physical,Angy,,,build and program tracker,,
ADV23042,2025-05-11,11:00,present,Physical,Jia Xi,,,build galting gun,,
ADV23012,2025-05-11,11:00,present,Physical,Angy,,,build golf,,
ADV23022,2025-05-11,14:00,present,Physical,,,,,,
ADV25029,2025-05-11,14:00,present,Physical,,,,trial,,
ADV24038,2025-05-11,14:00,present,Physical,Tong En,,,build mini gun,,
ADV24082,2025-05-11,14:00,present,Physical,,,,build pterosaur,,
ADV23041,2025-05-11,14:00,present,Physical,Jia Xi,,,build bowling car,,
