student_id,date,time,status,class_type,instructor_name,lesson,mission,activity,adcoin,absence_reason
ADV0056,2024-06-22,15:30,present,Physical,Jia Xi,,,Driving Base,45544,
ADV23048,2024-06-22,15:30,present,Physical,Jia Xi,,,Claw Bot - One Kids Project,51515,
ADV23049,2024-06-22,15:30,present,Physical,Jia Xi,,,Claw Bot - One Kids Project,51515,
ADV23034,2024-06-22,16:00,present,Online,,,,Platformer - Lava,,
ADV0055,2024-06-22,16:00,present,Physical,Tong En,,,Minecraft - Zoo,,
ADV24023,2024-06-22,16:00,present,Physical,Tong En,,,Helicopter - Lego Da Zhuang,45544,
ADV24030,2024-06-22,16:00,present,Physical,Jia Xi,,,Ferris Wheel - Lau Mo,45544,
ADV24031,2024-06-22,16:00,present,Physical,Tong En,,,Lifting Flying Chair - Lau Mo,45544,
ADV23042,2024-06-23,09:00,present,Physical,Jia Xi,,,Snake Train - One Kits Project,51515,
ADV24024,2024-06-23,09:00,present,Physical,Tong En,,,Rubber Band Gun - Lau Mo,45544,
ADV24035,2024-06-23,09:00,present,Physical,Jia Xi,,,Gear Shooter - Lau Mo,45544,
ADV24036,2024-06-23,09:00,present,Physical,Jia Xi,,,Formula 1 Car - One Kids Project,51515,
ADV23050,2024-06-23,09:30,present,Physical,Aljay,,,,,
ADV23019,2024-06-23,11:00,present,Physical,Tong En,,,Scratch - Maze Game,,
ADV23020,2024-06-23,11:00,present,Physical,Tong En,,,Scratch - Maze Game,,
ADV23050,2024-06-23,11:00,present,Physical,Aljay,,,,,
ADV24005,2024-06-23,11:00,present,Physical,Tong En,,,Scratch - Maze Game,,
ADV24009,2024-06-23,11:00,present,Physical,Tong En,,,Scratch - Maze Game,,
ADV23012,2024-06-23,11:00,present,Physical,Aljay,,,Helicopter - Lego Da Zhuang,,
ADV23021,2024-06-23,12:00,present,Physical,Jia Xi,,,Insect,45544,
ADV24026,2024-06-23,12:00,present,Physical,Jia Xi,,,Helicopter - Lau Mo,45544,
ADV23050,2024-06-23,13:30,present,Physical,,,,,,
ADV23041,2024-06-23,14:00,present,Physical,Jia Xi,,,Machine Gun - Lego Da Zhuang,45544,
ADV24037,2024-06-23,14:00,present,Physical,Jia Xi,,,Machine Gun - Lego Da Zhuang,45544,
ADV23040,2024-06-23,15:00,present,Physical,,,,,,
ADV23023,2024-06-23,16:00,present,Physical,Tong En,,,Scratch - Racing Game,,
ADV23024,2024-06-23,16:00,present,Physical,Tong En,,,Scratch - Racing Game,,
ADV23026,2024-06-23,16:00,present,Physical,Tong En,,,Scratch - Racing Game,,
ADV23027,2024-06-23,16:00,present,Physical,Tong En,,,Scratch - Racing Game,,
ADV23028,2024-06-23,16:00,present,Physical,Tong En,,,Scratch - Racing Game,,
ADV24032,2024-06-23,16:00,present,Physical,Tong En,,,Scratch - Racing Game,,
ADV23018,2024-06-23,16:00,present,Physical,Jia Xi,,,Dragon Boat - Lego Da Zhuang,45544,
ADV24029,2024-06-23,17:00,present,Physical,Aljay,,,,,
ADV23029,2024-06-25,20:30,present,Online,,,,Outliner and Rendering Machine,,
ADV23085,2024-06-26,18:30,present,Online,,,,Enemy Sprite,,
ADV0089,2024-06-27,17:00,present,Online,,,,,,
ADV24020,2024-06-27,17:00,present,Online,,,,Build the 3 difficulty building,,
ADV24033,2024-06-27,17:00,present,Physical,,,,build and program assault riffle,,
ADV24013,2024-06-27,18:30,present,Physical,,,,Preparation of Soccer Robot Competition,,
ADV24040,2024-06-27,18:30,present,Physical,,,,Preparation of Soccer Robot Competition,,
ADV23043,2024-06-28,16:00,present,Online,,,,Setup digits UI,,
ADV24011,2024-06-28,17:00,present,Physical,,,,Learn AND Logic gate for Redstone,,
ADV24012,2024-06-28,17:00,present,Physical,,,,Learn AND Logic gate for Redstone,,
ADV24018,2024-06-28,18:30,present,Physical,,,,Guitar,,
ADV24025,2024-06-28,18:30,present,Physical,,,,build assault riffle,,
ADV23050,2024-06-29,09:00,present,Online,,,,Dart programming - Class basic,,
ADV0045,2024-06-29,09:00,present,Physical,Jia Xi,,,Mini Gun - Lau Mo,,
ADV24039,2024-06-29,09:30,present,Physical,,,,Minecraft,,
ADV23004,2024-06-29,09:30,present,Physical,Tong En,,,Robotics Arm,,
ADV23005,2024-06-29,09:30,present,Physical,Jia Xi,,,Lego Gun,,
ADV23006,2024-06-29,09:30,present,Physical,Jia Xi,,,Balance Bot - One Kits Project,,
ADV23075,2024-06-29,09:30,present,Physical,Jia Xi,,,Rubber Band Gun - Lego Da Zhuang,,
ADV23035,2024-06-29,11:00,present,Online,Aljay,,,Breakout Game - add multiballs powerup,,
ADV23037,2024-06-29,11:00,present,Online,Aljay,,,Breakout Game - add multiballs powerup,,
ADV24017,2024-06-29,11:00,present,Physical,Tong En,,,Minecraft,,
ADV23007,2024-06-29,11:00,present,Physical,Jia Xi,,,Bowling - One Kits Project,,
ADV23008,2024-06-29,11:00,present,Physical,Jia Xi,,,Guitar,,
ADV24022,2024-06-29,11:00,present,Physical,Tong En,,,Unicycle - Lego Da Zhuang,,
ADV24015,2024-06-29,14:00,present,Physical,Tong En,,,Minecraft,,
ADV24016,2024-06-29,14:00,present,Physical,Tong En,,,Minecraft,,
ADV23011,2024-06-29,14:00,present,Physical,Jia Xi,,,Bowling - One Kits Project,,
ADV23023,2024-06-29,14:00,present,Physical,,,,Big Pistol - Lego Da Zhuang,,
ADV23024,2024-06-29,14:00,present,Physical,,,,Assault Rifle - Lego Da Zhuang,,
ADV24021,2024-06-29,14:00,present,Physical,Jia Xi,,,build ev3rstorm,,
ADV0056,2024-06-29,15:30,present,Physical,Jia Xi,,,Automatic Card Dealer - Lau Mo,,
ADV23034,2024-06-29,16:00,present,Online,,,,,,
ADV24023,2024-06-29,16:00,present,Physical,Jia Xi,,,Helicopter - Lego Da Zhuang,,
ADV24030,2024-06-29,16:00,present,Physical,,,,Jazz drum - Lau Mo,,
ADV24031,2024-06-29,16:00,present,Physical,Jia Xi,,,Jazz drum - Lau Mo,,
ADV23042,2024-06-30,09:00,present,Physical,Jia Xi,,,Balance Bot - One Kits Project,,
ADV24024,2024-06-30,09:00,present,Physical,Jia Xi,,,Mini Gun - Lau Mo,,
ADV24035,2024-06-30,09:00,present,Physical,Jia Xi,,,Automatic Card Dealer - Lau Mo,,
ADV24036,2024-06-30,09:00,present,Physical,Jia Xi,,,Formula 1 Car - One Kits Project,,
ADV23050,2024-06-30,09:30,present,Physical,,,,,,
ADV23050,2024-06-30,11:00,present,Physical,,,,,,
ADV24005,2024-06-30,11:00,present,Physical,,,,Scratch,,
ADV24009,2024-06-30,11:00,present,Physical,,,,Scratch,,
ADV23021,2024-06-30,12:00,present,Physical,Jia Xi,,,Ip Man - Lao Mo,,
ADV24026,2024-06-30,12:00,present,Physical,Jia Xi,,,Jazz drum - Lau Mo,,
ADV23050,2024-06-30,13:30,present,Physical,,,,,,
ADV0014,2024-06-30,14:00,present,Physical,,,,,,
ADV23022,2024-06-30,14:00,present,Physical,,,,,,
ADV23041,2024-06-30,14:00,present,Physical,Jia Xi,,,Mini Gun - Lau Mo (3 hrs),,
ADV24037,2024-06-30,14:00,present,Physical,Jia Xi,,,Helicopter - Lego Da Zhuang,,
ADV23040,2024-06-30,15:00,present,Physical,,,,,,
ADV23023,2024-06-30,16:00,present,Physical,,,,Scratch,,
ADV23024,2024-06-30,16:00,present,Physical,,,,Scratch,,
ADV23027,2024-06-30,16:00,present,Physical,,,,Scratch,,
ADV23028,2024-06-30,16:00,present,Physical,,,,Scratch,,
ADV23018,2024-06-30,16:00,present,Physical,Jia Xi,,,Dragon Boat - Lego Da Zhuang,,
ADV24029,2024-06-30,17:00,present,Physical,,,,,,
ADV23029,2024-07-02,20:30,present,Online,,,,,,
ADV23085,2024-07-03,18:30,present,Online,,,,,,
ADV24020,2024-07-04,17:00,present,Online,,,,,,
