student_id,date,time,status,class_type,instructor_name,lesson,mission,activity,adcoin,absence_reason
ADV24031,2024-10-05,16:00,present,Physical,Jia Xi,,,build driving base,,
ADV24035,2024-10-06,09:00,present,Physical,Aljay,,,Scratch,,
ADV24024,2024-10-06,09:00,present,Physical,Jia Xi,,,build samurai - lego da zhuang,,
ADV24030,2024-10-06,09:00,present,Physical,,,,build wiper,,
ADV24036,2024-10-06,09:00,present,Physical,Jia Xi,,,build tracker,,
ADV24043,2024-10-06,09:00,present,Physical,Aljay,,,build & program skiing robot - lego da zhuang,,
ADV24026,2024-10-06,10:30,present,Physical,,,,build tracker weapon,,
ADV24063,2024-10-06,10:30,present,Physical,,,,build,,
ADV23019,2024-10-06,11:00,present,Physical,Aljay,,,Assessment,,
ADV23020,2024-10-06,11:00,present,Physical,Aljay,,,Assessment,,
ADV24005,2024-10-06,11:00,present,Physical,,,,Scratch,,
ADV24057,2024-10-06,11:00,present,Physical,,,,Scratch,,
ADV23042,2024-10-06,11:00,present,Physical,Jia Xi,,,build & program skiing robot - lego da zhuang,,
ADV23021,2024-10-06,12:00,present,Physical,Angy,,,build & program chinook,,
ADV0014,2024-10-06,14:00,present,Physical,,,,,,
ADV23022,2024-10-06,14:00,present,Physical,,,,,,
ADV23041,2024-10-06,14:00,present,Physical,Jia Xi,,,Assessment (16% +30% 30+% = 76%),,
ADV23040,2024-10-06,15:00,present,Physical,,,,,,
ADV23084,2024-10-06,16:00,present,Physical,Aljay,,,Scratch,,
ADV24032,2024-10-06,16:00,present,Physical,Aljay,,,Scratch,,
ADV24060,2024-10-06,16:00,present,Physical,Aljay,,,Scratch,,
ADV23018,2024-10-06,16:00,present,Physical,Jia Xi,,,build erecting bridge car - lego da zhuang,,
ADV24059,2024-10-06,16:00,present,Physical,Jia Xi,,,build triceratops - laumo,,
ADV23029,2024-10-08,20:30,present,Online,,,,,,
ADV23085,2024-10-09,18:30,present,Online,,,,,,
ADV24065,2024-10-10,17:00,present,Physical,,,,build and program minigun-laumo,,
ADV0089,2024-10-10,17:00,present,Online,,,,,,
ADV24020,2024-10-10,17:00,present,Online,,,,,,
ADV0012,2024-10-10,17:00,present,Physical,,,,,,
ADV24011,2024-10-10,17:00,present,Physical,,,,,,
ADV24012,2024-10-10,17:00,present,Physical,,,,,,
ADV0011,2024-10-10,17:00,present,Physical,,,,,,
ADV24040,2024-10-10,18:30,present,Physical,,,,build Ipman-laumo,,
ADV24046,2024-10-10,18:30,present,Physical,,,,"level 1 test (A: 16, B:30, C:20 )",,
ADV24047,2024-10-10,18:30,present,Physical,,,,"level 1 test (A: 36, B:30, C:30 )",,
ADV23043,2024-10-11,16:00,present,Online,,,,,,
ADV0047,2024-10-11,17:00,present,Physical,,,,trial,,
ADV24064,2024-10-11,18:00,present,Physical,,,,build banner printer,,
ADV24018,2024-10-11,18:30,present,Physical,,,,build trex-laumo,,
ADV24025,2024-10-11,18:30,present,Physical,,,,build shooting gallery,,
ADV23045,2024-10-11,20:00,present,Physical,,,,,,
ADV0045,2024-10-12,09:00,present,Physical,Tong En,,,Program crane,,
ADV24033,2024-10-12,09:00,present,Physical,Tong En,,,build big pistol,,
ADV23045,2024-10-12,09:30,present,Physical,,,,,,
ADV23038,2024-10-12,09:30,present,Physical,Tong En,,,build and program tracker,,
ADV23024,2024-10-12,11:00,present,Online,,,,,,
ADV23035,2024-10-12,11:00,present,Online,,,,,,
ADV23037,2024-10-12,11:00,present,Online,,,,,,
ADV23007,2024-10-12,11:00,present,Physical,Aljay,,,,,
ADV24022,2024-10-12,11:00,present,Physical,Tong En,,,build and program rifle- da zhuang,,
ADV24055,2024-10-12,11:00,present,Physical,Aljay,,,build and program chicken-laumo,,
ADV24056,2024-10-12,11:00,present,Physical,Aljay,,,build and program minigun-laumo,,
ADV0027,2024-10-12,14:00,present,Physical,,,,,,
ADV23011,2024-10-12,14:00,present,Physical,Tong En,,,build wreckin-mindstrome,,
ADV23084,2024-10-12,14:00,present,Physical,Angy,,,build and program mechanical crossbow-dazhuang,,
ADV24021,2024-10-12,14:00,present,Physical,Angy,,,"level 1 test (A: 40, B:30, C:30 )",,
ADV24042,2024-10-12,14:00,present,Physical,Tong En,,,bulid plesiosaurus-laumo,,
ADV24080,2024-10-12,14:00,present,Physical,Tong En,,,bulid and program plesiosaurus-laumo,,
ADV0056,2024-10-12,15:30,present,Physical,,,,,,
ADV23048,2024-10-12,15:30,present,Physical,Tong En,,,build trex-laumo,,
ADV23049,2024-10-12,15:30,present,Physical,Tong En,,,bulid plesiosaurus-laumo,,
ADV0055,2024-10-12,16:00,present,Physical,,,,minecraft,,
ADV24031,2024-10-12,16:00,present,Physical,Angy,,,bulid plesiosaurus-laumo,,
ADV24066,2024-10-12,16:00,present,Physical,,,,build and program lifting flying chair,,
ADV24067,2024-10-12,16:00,present,Physical,,,,build and program wind plane,,
ADV23024,2024-10-12,18:00,present,Online,,,,,,
ADV24024,2024-10-13,09:00,present,Physical,Tong En,,,build trex-laumo,,
ADV24030,2024-10-13,09:00,present,Physical,Jia Xi,,,minecraft,,
ADV24026,2024-10-13,10:30,present,Physical,Angy,,,Program tracker,,
ADV24063,2024-10-13,10:30,present,Physical,Tong En,,,build trex-laumo,,
ADV23019,2024-10-13,11:00,present,Physical,Aljay,,,scratch,,
ADV23020,2024-10-13,11:00,present,Physical,Aljay,,,scratch,,
ADV24009,2024-10-13,11:00,present,Physical,Aljay,,,scratch,,
ADV24011,2024-10-13,11:00,present,Physical,Aljay,,,Extra class for competition,,
ADV24057,2024-10-13,11:00,present,Physical,Aljay,,,scratch,,
ADV23012,2024-10-13,11:00,present,Physical,Tong En,,,build and program -da zhuang,,
ADV24068,2024-10-13,11:00,present,Physical,Jia Xi,,,build trex-laumo,,
ADV23021,2024-10-13,12:00,present,Physical,Tong En,,,build and program frog- da zhuang,,
ADV0014,2024-10-13,14:00,present,Physical,,,,,,
ADV23022,2024-10-13,14:00,present,Physical,,,,,,
ADV23041,2024-10-13,14:00,present,Physical,,,,build & program helicopter - lego da zhuang,,
ADV23040,2024-10-13,15:00,present,Physical,,,,,,
ADV23084,2024-10-13,16:00,present,Physical,,,,,,
ADV24032,2024-10-13,16:00,present,Physical,,,,,,
ADV24060,2024-10-13,16:00,present,Physical,,,,,,
ADV23018,2024-10-13,16:00,present,Physical,,,,,,
ADV24059,2024-10-13,16:00,present,Physical,,,,,,
ADV23029,2024-10-15,20:30,present,Online,,,,,,
ADV23085,2024-10-16,18:30,present,Online,,,,,,
ADV24020,2024-10-17,17:00,present,Online,,,,,,
ADV0012,2024-10-17,17:00,present,Physical,,,,,,
ADV24011,2024-10-17,17:00,present,Physical,,,,,,
ADV24012,2024-10-17,17:00,present,Physical,,,,,,
ADV0011,2024-10-17,17:00,present,Physical,,,,,,
ADV24061,2024-10-17,17:00,present,Physical,,,,build and program wiper,45544,
ADV24013,2024-10-17,18:30,present,Physical,,,,build and program bobee,31313,
ADV24040,2024-10-17,18:30,present,Physical,,,,program ipman,45544,
ADV24046,2024-10-17,18:30,present,Physical,,,,build and program pterosour,45544,
ADV24047,2024-10-17,18:30,present,Physical,,,,program stairclimber,45560,
ADV24054,2024-10-17,18:30,present,Physical,,,,build haxapod walking robot,45544,
ADV24061,2024-10-17,18:30,present,Physical,,,,build and program pirate ship-dazhuang,45544,
ADV23043,2024-10-18,16:00,present,Online,,,,,,
ADV24040,2024-10-18,18:00,present,Physical,,,,"Level 1 Assessment (A: 32%, B: 25%, C:30%)",,
ADV24064,2024-10-18,18:00,present,Physical,,,,"Level 2 Assessment (A:26%, B:10, C:10)",45544,
ADV24018,2024-10-18,18:30,present,Physical,,,,build trex,45544,
ADV24025,2024-10-18,18:30,present,Physical,,,,build shooting gallery,51515,
ADV23045,2024-10-18,20:00,present,Physical,,,,,,
ADV0045,2024-10-19,09:00,present,Physical,Jia Xi,,,build erecting bridge cart - lego da zhuang,45544,
ADV24008,2024-10-19,09:00,present,Physical,Angy,,,program mechanical bull - onekits,51515,
ADV24033,2024-10-19,09:00,present,Physical,Jia Xi,,,build & program mechanical clamp,45544,
ADV23045,2024-10-19,09:30,present,Physical,,,,Replaced on Thursday 8-9pm,,
ADV23004,2024-10-19,09:30,present,Physical,Jia Xi,,,spike,31313,
ADV23005,2024-10-19,09:30,present,Physical,Jia Xi,,,build and program touch sensor driving base,45544,
ADV23006,2024-10-19,09:30,present,Physical,Aljay,,,,,
ADV23038,2024-10-19,09:30,present,Physical,Jia Xi,,,build & program flower,45544,
ADV23075,2024-10-19,09:30,present,Physical,Jia Xi,,,build driving base & program controller,,
ADV23024,2024-10-19,11:00,present,Online,,,,,,
ADV23035,2024-10-19,11:00,present,Online,,,,,,
ADV23037,2024-10-19,11:00,present,Online,,,,,,
ADV23007,2024-10-19,11:00,present,Physical,Aljay,,,,,
ADV23008,2024-10-19,11:00,present,Physical,,,,build reptar,31313,
ADV24022,2024-10-19,11:00,present,Physical,Angy,,,build drop tower - laumo,45544,
ADV24055,2024-10-19,11:00,present,Physical,Angy,,,build helicopter - lego da zhuang,45544,
ADV24056,2024-10-19,11:00,present,Physical,Angy,,,build helicopter - lego da zhuang,45544,
ADV0027,2024-10-19,14:00,present,Physical,,,,,,
ADV23011,2024-10-19,14:00,present,Physical,,,,program  wreckin-mindstrome,,
ADV23084,2024-10-19,14:00,present,Physical,Jia Xi,,,build & program mechanical clamp,,
ADV24021,2024-10-19,14:00,present,Physical,,,,,,
ADV24042,2024-10-19,14:00,present,Physical,Jia Xi,,,bulid plesiosaurus-laumo,45544,
ADV24080,2024-10-19,14:00,present,Physical,Angy,,,build & program mechanical clamp,,
ADV0056,2024-10-19,15:30,present,Physical,Jia Xi,,,"assessment 2 (A:28%, B:10%, C: 30% )",45544,
ADV23048,2024-10-19,15:30,present,Physical,Jia Xi,,,build & program mechanical clamp,45544,
ADV23049,2024-10-19,15:30,present,Physical,Jia Xi,,,build & program mechanical clamp,45544,
ADV0055,2024-10-19,16:00,present,Physical,,,,minecraft,,
ADV24031,2024-10-19,16:00,present,Physical,Jia Xi,,,"assessment 1 (A:28%, B: 10%. C: 30% )",45544,
ADV24066,2024-10-19,16:00,present,Physical,Angy,,,,45544,
ADV24067,2024-10-19,16:00,present,Physical,Jia Xi,,,build flying chair - lau mo,45544,
ADV24030,2024-10-20,09:00,present,Physical,Jia Xi,,,"assessment (A:20%, B: 20%, C:30%)",45544,
ADV24035,2024-10-20,09:00,present,Physical,Aljay,,,scratch,,
ADV24036,2024-10-20,09:00,present,Physical,Jia Xi,,,build tracker,31313,
ADV24043,2024-10-20,09:00,present,Physical,Tong En,,,build big pistol- da zhuang,45544,
ADV24026,2024-10-20,10:30,present,Physical,Angy,,,program tracker,31313,
ADV23019,2024-10-20,11:00,present,Physical,Aljay,,,scratch,,
ADV23020,2024-10-20,11:00,present,Physical,Aljay,,,scratch,,
ADV24009,2024-10-20,11:00,present,Physical,Aljay,,,scratch,,
ADV24057,2024-10-20,11:00,present,Physical,Aljay,,,scratch,,
ADV23042,2024-10-20,11:00,present,Physical,Jia Xi,,,"assessment (A:28%, B: 30%, C: 20% )",45544,
ADV24068,2024-10-20,11:00,present,Physical,Tong En,,,build samurai- da zhuang,45544,
ADV23021,2024-10-20,12:00,present,Physical,,,,build & program helicopter - laumo,45544,
ADV0014,2024-10-20,14:00,present,Physical,,,,,,
ADV23022,2024-10-20,14:00,present,Physical,Aljay,,,scratch,,
ADV23041,2024-10-20,14:00,present,Physical,Tong En,,,shake table - one kits,51515,
ADV23040,2024-10-20,15:00,present,Physical,Aljay,,,,,
ADV23084,2024-10-20,16:00,present,Physical,Aljay,,,scratch,,
ADV23029,2024-10-22,20:30,present,Online,,,,,,
ADV23085,2024-10-23,18:30,present,Online,,,,,,
ADV24065,2024-10-24,17:00,present,Physical,,,,build and program dragon boat-dazhuang,,
ADV24020,2024-10-24,17:00,present,Online,,,,,,
ADV0012,2024-10-24,17:00,present,Physical,Angie,,,,,
ADV24011,2024-10-24,17:00,present,Physical,,,,,,
ADV24012,2024-10-24,17:00,present,Physical,,,,,,
ADV0011,2024-10-24,17:00,present,Physical,Angie,,,,,
ADV24061,2024-10-24,17:00,present,Physical,,,,build and program machine gun-dazhuang,,
ADV24013,2024-10-24,18:30,present,Physical,,,,"Level 1 Assessment (A: 20%, B: %, C:%) - failed",,
ADV24040,2024-10-24,18:30,present,Physical,,,,arduino pill dispenser prototype,,
ADV24046,2024-10-24,18:30,present,Physical,,,,build minigun-laumo,,
ADV24047,2024-10-24,18:30,present,Physical,,,,build robot arm,,
ADV24054,2024-10-24,18:30,present,Physical,,,,build and program haxapod walking robot,,
ADV23043,2024-10-25,16:00,present,Online,,,,,,
ADV0047,2024-10-25,17:00,present,Physical,,,,build card dealer-laumo,,
ADV24064,2024-10-25,18:00,present,Physical,,,,build tank bot,,
ADV24018,2024-10-25,18:30,present,Physical,,,,program trex,,
ADV24025,2024-10-25,18:30,present,Physical,,,,build and program shooting gallery,,
ADV23045,2024-10-25,20:00,present,Physical,,,,,,
ADV0045,2024-10-26,09:00,present,Physical,Tong En,,,program tracker,,
ADV24033,2024-10-26,09:00,present,Physical,Jia Xi,,,build & program erecting bridge car - lego da zhuang,,
ADV23045,2024-10-26,09:30,present,Physical,,,,,,
ADV23006,2024-10-26,09:30,present,Physical,Aljay,,,,,
ADV23021,2024-10-26,09:30,present,Physical,Tong En,,,build flying chair - lego da zhuang,,
ADV23038,2024-10-26,09:30,present,Physical,Jia Xi,,,build insect,,
ADV23075,2024-10-26,09:30,present,Physical,Jia Xi,,,program tank bot,,
ADV24026,2024-10-26,10:00,present,Physical,,,,,,
ADV24063,2024-10-26,10:30,present,Physical,Tong En,,,build & program claw bot - onekits,,
ADV23024,2024-10-26,11:00,present,Online,,,,,,
ADV23035,2024-10-26,11:00,present,Online,,,,,,
ADV23037,2024-10-26,11:00,present,Online,,,,,,
